產品,名稱,品名,平均上價,平均中價,平均下價
SP2,薑,嫩薑,83.22291666666666,55.270833333333336,34.547916666666666
SP3,薑,粉薑,52.93958333333333,50.30416666666667,44.26458333333333
SP4,薑,竹薑,32.65,29.986842105263158,26.80263157894737
SP5,薑,薑黃,37.224000000000004,29.168000000000003,24.555999999999997
SQ1,茭白筍,帶殼,103.97708333333333,78.40416666666667,58.18125
SQ3,茭白筍,去殼,198.5270833333333,137.525,81.04166666666667
SR1,菱角,生菱角,100.0,100.0,100.0
SR3,菱角,去殼,101.11111111111111,100.09333333333333,100.0
SS0,大心菜,其他,34.13703703703704,31.925925925925927,29.77037037037037
SS1,大心菜,帶葉,46.476190476190474,33.33571428571428,16.704761904761906
ST1,蕎頭,露蕎,85.2675,75.865,67.80499999999999
SU1,薯蕷,紅薯蕷,99.16458333333333,77.56666666666666,47.52708333333334
SU2,薯蕷,白薯蕷,60.54583333333333,40.702083333333334,22.49791666666667
SU3,薯蕷,樹薯,26.05,21.33913043478261,17.906521739130437
SU4,薯蕷,粉薯,14.75,14.675,14.0
SU9,薯蕷,進口,138.81041666666667,102.20416666666667,85.11458333333333
SV1,蘆筍,白蘆筍,416.74583333333334,221.37291666666667,127.34791666666666
SV2,蘆筍,綠蘆筍,210.98749999999998,131.31041666666667,91.11666666666667
SV3,蘆筍,蘆筍花,198.87608695652173,144.06739130434784,106.02173913043478
SV9,蘆筍,進口,213.03333333333333,145.61458333333334,108.37708333333335
SX1,芽菜類,綠豆芽,15.690243902439024,14.560975609756097,14.560975609756097
SX2,芽菜類,黃豆芽,20.0,20.0,20.0
SX3,芽菜類,豌豆芽,64.89999999999999,64.36041666666667,62.74166666666667
SX4,芽菜類,苜蓿芽,65.0,65.0,65.0
